media_type,channel_name,is_public_channel,year,hour,women_expression_rate,speech_rate,nb_hours_analyzed
radio,Chérie FM,False,2007,7,52.328834028022776,36.05695709448557,37.0
radio,Chérie FM,False,2007,8,51.613317598940846,38.25670452581599,34.0
radio,Chérie FM,False,2007,9,46.12964864868322,25.610875795275984,34.0
radio,Chérie FM,False,2007,10,39.66210684301933,16.588572292379304,45.0
radio,Chérie FM,False,2007,11,36.57422586291253,12.619770632376213,35.0
radio,Chérie FM,False,2007,12,44.30802416264029,20.639808713439677,36.0
radio,Chérie FM,False,2007,13,43.92845291570555,22.210517706126566,31.0
radio,Chérie FM,False,2007,14,36.57859042114385,17.33915913710288,37.0
radio,Chérie FM,False,2007,15,36.601058570125474,16.158201974428266,36.0
radio,Chérie FM,False,2007,16,39.016838898990365,15.463059030403588,41.0
radio,Chérie FM,False,2007,17,44.6625095977105,20.954377582487236,32.0
radio,Chérie FM,False,2007,18,44.95185177308379,16.583343465271273,30.0
radio,Chérie FM,False,2007,19,52.073034802992964,18.073594686750344,37.0
radio,Chérie FM,False,2007,20,43.29560864271967,9.275443868064917,26.0
radio,Chérie FM,False,2007,21,42.30101826503861,8.185189997799549,47.0
radio,Chérie FM,False,2007,22,45.33674467971161,6.5362449361469235,35.0
radio,Chérie FM,False,2007,23,49.459818839660045,6.3368490550956444,45.0
radio,Chérie FM,False,2008,5,51.80851780204711,10.39925885099942,35.0
radio,Chérie FM,False,2008,6,50.54268128505509,34.43314368356998,42.0
radio,Chérie FM,False,2008,7,46.66315684041146,36.89331223378753,30.0
radio,Chérie FM,False,2008,8,52.238285503218805,39.4695534322234,41.0
radio,Chérie FM,False,2008,9,47.861526525985035,20.093200430161545,30.0
radio,Chérie FM,False,2008,10,45.5983732420156,17.344345474671087,30.0
radio,Chérie FM,False,2008,11,41.02721510148266,13.19721616735986,42.0
radio,Chérie FM,False,2008,12,50.9643702602388,20.768312273475903,33.0
radio,Chérie FM,False,2008,13,43.37670860811577,13.736174968367973,33.0
radio,Chérie FM,False,2008,14,41.96645270661668,16.1652360057179,47.0
radio,Chérie FM,False,2008,15,42.29381356597407,14.196080990839622,35.0
radio,Chérie FM,False,2008,16,42.74225314495317,15.260285335905465,38.0
radio,Chérie FM,False,2008,17,43.25327563973118,16.62428748934368,40.0
radio,Chérie FM,False,2008,18,43.71725273719843,17.40768839128198,42.0
radio,Chérie FM,False,2008,19,44.82016183760853,16.28378093772687,45.0
radio,Chérie FM,False,2008,20,52.58630065801794,9.971852354860975,37.0
radio,Chérie FM,False,2008,21,51.71451655904087,6.679891509523095,41.0
radio,Chérie FM,False,2008,22,81.34149025542467,31.45044380982091,50.0
radio,Chérie FM,False,2008,23,80.58276084103298,39.23901510811793,41.0
radio,Chérie FM,False,2009,5,56.042810151969526,10.962003815828588,42.0
radio,Chérie FM,False,2009,6,57.96153359821765,32.921658451198155,38.0
radio,Chérie FM,False,2009,7,57.8170583404569,36.5619191438663,29.0
radio,Chérie FM,False,2009,8,58.027301994458455,37.408248687575856,32.0
radio,Chérie FM,False,2009,9,51.03892465494964,19.88441929746615,49.0
radio,Chérie FM,False,2009,10,43.49958552086211,14.976617637532238,35.0
radio,Chérie FM,False,2009,11,47.041152505858804,14.180784616340855,38.0
radio,Chérie FM,False,2009,12,53.01750907946744,20.54595758489443,33.0
radio,Chérie FM,False,2009,13,41.94194406369576,13.927923934518294,51.0
radio,Chérie FM,False,2009,14,42.102225735459996,14.81665590033088,37.0
radio,Chérie FM,False,2009,15,44.19910237521049,15.903991604389658,34.0
radio,Chérie FM,False,2009,16,45.90314458264702,15.339531725275027,23.0
radio,Chérie FM,False,2009,17,44.7472506574021,19.426927434415404,41.0
radio,Chérie FM,False,2009,18,41.84769229241403,20.490198388388865,52.0
radio,Chérie FM,False,2009,19,50.48331998125673,13.824168839705894,32.0
radio,Chérie FM,False,2009,20,48.94031506175314,9.035128750565859,37.0
radio,Chérie FM,False,2009,21,52.25420322958381,8.966758451940805,43.0
radio,Chérie FM,False,2009,22,73.37865334608831,16.371860826903166,31.0
radio,Chérie FM,False,2009,23,65.08278273190719,12.536649459803614,29.0
radio,Chérie FM,False,2010,5,52.08626877670503,12.980633895658928,30.0
radio,Chérie FM,False,2010,6,55.47098104255505,32.59371319791196,27.0
radio,Chérie FM,False,2010,7,51.982859045126396,34.77997518450894,37.0
radio,Chérie FM,False,2010,8,51.58426735461372,37.89535208513256,33.0
radio,Chérie FM,False,2010,9,44.255631898130254,22.864076336754536,29.0
radio,Chérie FM,False,2010,10,40.09885914091392,17.478907990621774,43.0
radio,Chérie FM,False,2010,11,41.9174049193052,15.61134439122387,40.0
radio,Chérie FM,False,2010,12,50.45560346773021,20.48230162773608,38.0
radio,Chérie FM,False,2010,13,45.83948347735852,16.07380786122742,31.0
radio,Chérie FM,False,2010,14,41.8097918396326,15.008794254261304,42.0
radio,Chérie FM,False,2010,15,42.63724573307938,15.253895943649828,48.0
radio,Chérie FM,False,2010,16,44.43259050076305,15.31963404288138,37.0
radio,Chérie FM,False,2010,17,47.561879646610606,15.816558329515582,41.0
radio,Chérie FM,False,2010,18,49.21036381561152,21.183263279415154,32.0
radio,Chérie FM,False,2010,19,55.56384825756903,15.151795891691686,21.0
radio,Chérie FM,False,2010,20,51.47125356720261,11.434806797370642,28.0
radio,Chérie FM,False,2010,21,52.07910514593426,11.627127439736103,33.0
radio,Chérie FM,False,2010,22,46.72960697374999,7.412404108996136,39.0
radio,Chérie FM,False,2010,23,34.63125329447578,5.7723353434210525,35.0
radio,Chérie FM,False,2011,5,38.10443685407468,10.870286956473322,35.0
radio,Chérie FM,False,2011,6,48.326027104833436,39.75974144801632,37.0
radio,Chérie FM,False,2011,7,49.67396481918688,42.88095317922501,45.0
radio,Chérie FM,False,2011,8,50.24698357429113,40.05286024228062,35.0
radio,Chérie FM,False,2011,9,47.6956394837163,24.39234886880029,41.0
radio,Chérie FM,False,2011,10,43.838365484918114,20.202340333379595,34.0
radio,Chérie FM,False,2011,11,43.294514385274745,18.79670568469421,29.0
radio,Chérie FM,False,2011,12,54.68411666446992,23.013052307343752,36.0
radio,Chérie FM,False,2011,13,45.92981500905245,19.059288025457295,35.0
radio,Chérie FM,False,2011,14,46.03344613836534,19.094854606064768,36.0
radio,Chérie FM,False,2011,15,47.75381910391323,18.01253887937869,28.0
radio,Chérie FM,False,2011,16,44.399177793003844,18.047069514146553,35.0
radio,Chérie FM,False,2011,17,48.82566980314932,19.415907152875263,31.0
radio,Chérie FM,False,2011,18,48.53497292215451,18.54792448289188,30.0
radio,Chérie FM,False,2011,19,48.34113335438209,17.87824674814303,39.0
radio,Chérie FM,False,2011,20,48.68136035466009,15.439275889665135,35.0
radio,Chérie FM,False,2011,21,46.306540457824234,12.955762446334576,33.0
radio,Chérie FM,False,2011,22,40.2258568550422,8.800079492856423,47.0
radio,Chérie FM,False,2011,23,38.94483392421961,7.317705592949511,39.0
radio,Chérie FM,False,2012,5,48.58712227598575,8.198994693425385,36.0
radio,Chérie FM,False,2012,6,57.64817398572848,36.95553103821536,43.0
radio,Chérie FM,False,2012,7,56.27792628172368,42.14502353051763,39.0
radio,Chérie FM,False,2012,8,57.36589176767084,42.82758601018018,39.0
radio,Chérie FM,False,2012,9,53.89574435645604,25.194772919410298,36.0
radio,Chérie FM,False,2012,10,40.99288183875501,21.35837687969797,45.0
radio,Chérie FM,False,2012,11,42.37086424132265,20.519883137792235,48.0
radio,Chérie FM,False,2012,12,53.9116561741396,25.51021603259199,38.0
radio,Chérie FM,False,2012,13,49.448799693738735,18.555386489486086,30.0
radio,Chérie FM,False,2012,14,47.706676142976434,19.382172097557227,37.0
radio,Chérie FM,False,2012,15,43.375489098084785,21.134153483784562,28.0
radio,Chérie FM,False,2012,16,49.42927737989981,19.507359187439587,38.0
radio,Chérie FM,False,2012,17,49.4920692444016,19.672492313877235,32.0
radio,Chérie FM,False,2012,18,49.66780555888873,20.136807082302035,35.0
radio,Chérie FM,False,2012,19,54.37861607286649,18.238693667761385,36.0
radio,Chérie FM,False,2012,20,54.05812348497491,15.472745972182372,39.0
radio,Chérie FM,False,2012,21,50.557574307723826,11.555131557625769,35.0
radio,Chérie FM,False,2012,22,45.59847554761304,7.826707659979094,30.0
radio,Chérie FM,False,2012,23,44.85416223121137,5.477955939510579,31.0
radio,Chérie FM,False,2013,5,48.710980009504524,9.642917911454491,41.0
radio,Chérie FM,False,2013,6,52.96957801612221,35.3779254489668,40.0
radio,Chérie FM,False,2013,7,50.56300442716313,40.78667404738943,36.0
radio,Chérie FM,False,2013,8,56.976933210231095,39.430767165820015,36.0
radio,Chérie FM,False,2013,9,53.40886649735237,26.48243477849917,32.0
radio,Chérie FM,False,2013,10,53.13963564598454,20.182790627848053,33.0
radio,Chérie FM,False,2013,11,52.306494315527154,19.833434364104612,36.0
radio,Chérie FM,False,2013,12,56.62507596060104,24.816240887989125,41.0
radio,Chérie FM,False,2013,13,52.93439876009882,20.449082329211894,32.0
radio,Chérie FM,False,2013,14,54.126482958689635,19.7732362973015,34.0
radio,Chérie FM,False,2013,15,52.15694739512917,20.389192414620936,36.0
radio,Chérie FM,False,2013,16,53.74847025103027,20.18827645363686,30.0
radio,Chérie FM,False,2013,17,54.60141144171207,20.49940728568108,37.0
radio,Chérie FM,False,2013,18,50.79914368821257,20.357833317656873,35.0
radio,Chérie FM,False,2013,19,53.42140073915495,20.064966558589465,37.0
radio,Chérie FM,False,2013,20,61.83987970019877,38.47210800386509,44.0
radio,Chérie FM,False,2013,21,59.04348897068867,23.230679722158147,50.0
radio,Chérie FM,False,2013,22,61.22346927436381,26.560986374147777,20.0
radio,Chérie FM,False,2013,23,61.52931844301205,27.050347362724608,33.0
radio,Chérie FM,False,2014,5,46.81891720655279,8.19693037294458,47.0
radio,Chérie FM,False,2014,6,53.58985356205754,41.766581868234454,39.0
radio,Chérie FM,False,2014,7,49.49408662658165,45.279517589430434,39.0
radio,Chérie FM,False,2014,8,52.857612644820264,43.52146574258375,29.0
radio,Chérie FM,False,2014,9,50.79986234509006,26.250517209269404,33.0
radio,Chérie FM,False,2014,10,49.31101682939575,20.14802146957552,42.0
radio,Chérie FM,False,2014,11,47.51370075723046,18.941647409738277,38.0
radio,Chérie FM,False,2014,12,47.15921730175078,19.285924254582156,35.0
radio,Chérie FM,False,2014,13,47.33594168415654,18.53467314410872,40.0
radio,Chérie FM,False,2014,14,46.400164504538324,17.922371476897137,43.0
radio,Chérie FM,False,2014,15,47.32069722421827,19.138193255719557,37.0
radio,Chérie FM,False,2014,16,50.59026999775932,18.14993400257953,35.0
radio,Chérie FM,False,2014,17,49.71506226445086,18.455699081638212,40.0
radio,Chérie FM,False,2014,18,46.8384488236927,19.737541418493663,34.0
radio,Chérie FM,False,2014,19,49.455670417688935,18.14031127254216,43.0
radio,Chérie FM,False,2014,20,49.61481451434345,17.790432616890637,37.0
radio,Chérie FM,False,2014,21,49.797932280585435,14.863187736078428,42.0
radio,Chérie FM,False,2014,22,56.92976078110817,14.488582084669241,34.0
radio,Chérie FM,False,2014,23,51.66828477116193,13.164821532620344,37.0
radio,Chérie FM,False,2015,5,39.73369202619857,11.151683597679089,38.0
radio,Chérie FM,False,2015,6,52.2133210583687,53.17299572563295,41.0
radio,Chérie FM,False,2015,7,50.44860194191971,54.92970581483516,40.0
radio,Chérie FM,False,2015,8,52.490107636657235,55.821228789651926,52.0
radio,Chérie FM,False,2015,9,52.150327120025786,32.233025216782515,36.0
radio,Chérie FM,False,2015,10,52.94614649670925,21.974223672138425,38.0
radio,Chérie FM,False,2015,11,49.64275056286513,22.249055066349595,32.0
radio,Chérie FM,False,2015,12,50.74962436144349,22.30163230022777,43.0
radio,Chérie FM,False,2015,13,51.10441862662306,21.69177129842516,35.0
radio,Chérie FM,False,2015,14,52.252353704986746,21.307587852845597,38.0
radio,Chérie FM,False,2015,15,50.49206897139798,21.993449068610175,43.0
radio,Chérie FM,False,2015,16,50.08757215720746,21.886388230681593,35.0
radio,Chérie FM,False,2015,17,48.90750887642234,22.095435534958,35.0
radio,Chérie FM,False,2015,18,50.516979648940655,22.032031735811362,28.0
radio,Chérie FM,False,2015,19,51.12322494442137,21.283501503134552,37.0
radio,Chérie FM,False,2015,20,57.417208567702836,19.577117215336408,33.0
radio,Chérie FM,False,2015,21,56.78618265714087,14.337621606016462,28.0
radio,Chérie FM,False,2015,22,56.99107164516032,11.13282000854659,35.0
radio,Chérie FM,False,2015,23,56.038706712761446,8.669523602611356,36.0
radio,Chérie FM,False,2016,5,49.47405342272076,23.164269987390483,34.0
radio,Chérie FM,False,2016,6,50.625904972230785,50.11083818578892,42.0
radio,Chérie FM,False,2016,7,53.85820974715164,54.063710987543764,42.0
radio,Chérie FM,False,2016,8,54.00421441558274,54.8231614141257,42.0
radio,Chérie FM,False,2016,9,49.43846121504725,30.505255477182118,36.0
radio,Chérie FM,False,2016,10,48.61886111783816,21.486335742634072,31.0
radio,Chérie FM,False,2016,11,49.66641128289939,21.28300704946939,43.0
radio,Chérie FM,False,2016,12,51.602746606403336,20.11737145157617,42.0
radio,Chérie FM,False,2016,13,51.77134161990505,18.98414611357156,36.0
radio,Chérie FM,False,2016,14,50.88953082283234,20.60541309009414,32.0
radio,Chérie FM,False,2016,15,49.723312046187544,20.755109150727236,37.0
radio,Chérie FM,False,2016,16,49.54019603897052,20.728517107594723,38.0
radio,Chérie FM,False,2016,17,53.07821502493707,20.82565774439553,42.0
radio,Chérie FM,False,2016,18,51.86163855712829,19.927406419106624,22.0
radio,Chérie FM,False,2016,19,47.77062805962189,18.052884323047085,43.0
radio,Chérie FM,False,2016,20,53.057658767654125,16.70374016141528,32.0
radio,Chérie FM,False,2016,21,53.06818486688544,14.214213927917413,35.0
radio,Chérie FM,False,2016,22,52.400991125071336,12.602026200402406,33.0
radio,Chérie FM,False,2016,23,52.248343261507266,10.009694056493151,34.0
radio,Chérie FM,False,2017,5,62.31499014816142,19.757217123747274,44.0
radio,Chérie FM,False,2017,6,59.84890797627923,44.11513517404762,51.0
radio,Chérie FM,False,2017,7,60.195720146954116,45.836586335002565,37.0
radio,Chérie FM,False,2017,8,62.04250500827452,47.20838463597188,46.0
radio,Chérie FM,False,2017,9,56.82738170381631,25.27732552130122,33.0
radio,Chérie FM,False,2017,10,51.134417862622726,21.18382393851776,31.0
radio,Chérie FM,False,2017,11,49.257197050612994,21.028383895052436,40.0
radio,Chérie FM,False,2017,12,51.98310914707521,19.043482910077177,36.0
radio,Chérie FM,False,2017,13,52.89915816508525,19.847905178356978,44.0
radio,Chérie FM,False,2017,14,53.49850390304084,20.246306597084885,50.0
radio,Chérie FM,False,2017,15,54.734159257572216,20.002932310233415,40.0
radio,Chérie FM,False,2017,16,54.599108757354706,19.874299591767823,40.0
radio,Chérie FM,False,2017,17,51.483821568742925,22.1138899492932,47.0
radio,Chérie FM,False,2017,18,55.94861163411655,19.55002501115404,35.0
radio,Chérie FM,False,2017,19,54.0180648503152,16.25475905449492,37.0
radio,Chérie FM,False,2017,20,45.78554070750866,15.637688559796642,39.0
radio,Chérie FM,False,2017,21,41.93482700128517,12.316825104930793,47.0
radio,Chérie FM,False,2017,22,35.60909409510176,9.750415328184998,46.0
radio,Chérie FM,False,2017,23,35.85865256657705,8.156846235856467,48.0
radio,Chérie FM,False,2018,5,62.96148797971751,13.12385608611467,68.0
radio,Chérie FM,False,2018,6,55.57660580611067,40.194837486431574,67.0
radio,Chérie FM,False,2018,7,58.1902413823155,43.60694574160384,59.0
radio,Chérie FM,False,2018,8,59.79971026319879,43.72371186580462,69.0
radio,Chérie FM,False,2018,9,52.858594831526965,24.0853744835835,57.0
radio,Chérie FM,False,2018,10,49.38079255119765,20.462182307238468,57.0
radio,Chérie FM,False,2018,11,49.74063757095404,21.404211456911167,63.0
radio,Chérie FM,False,2018,12,46.50547273087157,21.74108677350128,72.0
radio,Chérie FM,False,2018,13,49.46242782496557,20.590762086057122,63.0
radio,Chérie FM,False,2018,14,47.91203059337854,20.34962307592912,61.0
radio,Chérie FM,False,2018,15,49.80339013882967,20.20804261620825,69.0
radio,Chérie FM,False,2018,16,58.67269961585067,18.284826945405744,59.0
radio,Chérie FM,False,2018,17,58.773933823248925,20.50604959917771,64.0
radio,Chérie FM,False,2018,18,59.792215401162515,20.230392217349998,64.0
radio,Chérie FM,False,2018,19,55.10373341091254,18.752168778212802,67.0
radio,Chérie FM,False,2018,20,41.324709683528475,14.043434270655677,69.0
radio,Chérie FM,False,2018,21,38.51436593443347,11.134602416332463,53.0
radio,Chérie FM,False,2018,22,32.09590481089665,9.040393134064962,55.0
radio,Chérie FM,False,2018,23,30.951806465614272,7.932509041201702,52.0
radio,Chérie FM,False,2019,5,63.41980341037926,10.809867582252835,25.0
radio,Chérie FM,False,2019,6,51.64035387524248,43.54821485541796,25.0
radio,Chérie FM,False,2019,7,51.562946060493566,44.59602207396836,25.0
radio,Chérie FM,False,2019,8,53.432559894547815,44.59737637221379,25.0
radio,Chérie FM,False,2019,9,52.42039714493038,22.13664713454471,25.0
radio,Chérie FM,False,2019,10,46.38391955785218,20.04614033886063,25.0
radio,Chérie FM,False,2019,11,48.63117946316346,20.13760362921621,25.0
radio,Chérie FM,False,2019,12,48.399552879340376,19.443749877647498,25.0
radio,Chérie FM,False,2019,13,47.684620515069234,18.10999556227332,25.0
radio,Chérie FM,False,2019,14,47.33032522760905,19.45956746973286,25.0
radio,Chérie FM,False,2019,15,50.49273884966511,18.45857949430359,24.0
radio,Chérie FM,False,2019,16,59.844015816524134,17.343205617554005,25.0
radio,Chérie FM,False,2019,17,59.55611171204297,18.882246107164523,25.0
radio,Chérie FM,False,2019,18,61.14215648102485,18.000999918342217,25.0
radio,Chérie FM,False,2019,19,52.50527843398278,16.315861505714214,25.0
radio,Chérie FM,False,2019,20,40.33716601299179,11.610147050093355,25.0
radio,Chérie FM,False,2019,21,37.78257500563659,8.5815532333137,25.0
radio,Chérie FM,False,2019,22,26.541643047216034,6.1580402312280595,25.0
radio,Chérie FM,False,2019,23,22.295766106509642,5.572309814947755,25.0
radio,Europe 1,False,2001,5,22.887650509502674,86.73532417718273,37.0
radio,Europe 1,False,2001,6,13.826405411756875,95.72201321205166,29.0
radio,Europe 1,False,2001,7,16.40459120307734,96.55378955510866,32.0
radio,Europe 1,False,2001,8,10.940113005954982,93.71464824243027,28.0
radio,Europe 1,False,2001,9,11.24076241365215,96.43013358426035,46.0
radio,Europe 1,False,2001,10,36.0836152893536,90.35994312491248,40.0
radio,Europe 1,False,2001,11,58.578648881140694,96.71722403559866,43.0
radio,Europe 1,False,2001,12,22.580200528513124,97.08881562654722,30.0
radio,Europe 1,False,2001,13,21.338465978899894,96.88450279405592,28.0
radio,Europe 1,False,2001,14,54.22251792570797,89.70617122805922,41.0
radio,Europe 1,False,2001,15,41.071228792075665,92.50884529554693,31.0
radio,Europe 1,False,2001,16,27.430269709618806,92.97326607590354,37.0
radio,Europe 1,False,2001,17,23.86491780799556,90.46836826573029,38.0
radio,Europe 1,False,2001,18,20.34128380843978,96.22418513763944,35.0
radio,Europe 1,False,2001,19,29.992065683303267,96.85555143234863,40.0
radio,Europe 1,False,2001,20,10.095989525403445,97.30807196703394,37.0
radio,Europe 1,False,2001,21,10.981302176632505,97.81595294152952,36.0
radio,Europe 1,False,2001,22,8.663834396941192,98.78467606415796,44.0
radio,Europe 1,False,2001,23,13.63927229660424,87.70856144672561,43.0
radio,Europe 1,False,2002,5,37.95427973261513,88.42163660780665,31.0
radio,Europe 1,False,2002,6,12.770679986604058,96.18544945994682,31.0
radio,Europe 1,False,2002,7,20.669842409359607,96.43175853677255,39.0
radio,Europe 1,False,2002,8,18.434422763245323,96.02340109950073,31.0
radio,Europe 1,False,2002,9,18.16983923820385,96.48483053436145,40.0
radio,Europe 1,False,2002,10,25.125913483162503,91.7816481506208,33.0
radio,Europe 1,False,2002,11,26.707763569510835,96.02379642023283,33.0
radio,Europe 1,False,2002,12,15.413270771717578,95.89766647993265,41.0
radio,Europe 1,False,2002,13,25.522427651983794,96.06185958795686,37.0
radio,Europe 1,False,2002,14,69.71622329610328,96.12946486957917,39.0
radio,Europe 1,False,2002,15,51.97196064501214,96.2062872217868,28.0
radio,Europe 1,False,2002,16,23.115983422464417,90.04187571838675,37.0
radio,Europe 1,False,2002,17,28.31622505648846,89.74696399136758,35.0
radio,Europe 1,False,2002,18,14.751994426454152,95.87204575796974,35.0
radio,Europe 1,False,2002,19,34.554007973517045,96.78608363873688,45.0
radio,Europe 1,False,2002,20,12.706518752615722,97.07296133889061,35.0
radio,Europe 1,False,2002,21,7.589976285002277,98.48829127858461,32.0
radio,Europe 1,False,2002,22,6.971769550255491,98.88126296873817,34.0
radio,Europe 1,False,2002,23,37.37791000275259,85.79410879584478,33.0
radio,Europe 1,False,2003,5,33.65721298105412,87.68781188483383,46.0
radio,Europe 1,False,2003,6,16.058995009617412,95.91751257489149,33.0
radio,Europe 1,False,2003,7,23.823668469819644,96.43188932113655,34.0
radio,Europe 1,False,2003,8,26.52969497193765,93.40369836913281,34.0
radio,Europe 1,False,2003,9,25.481397461554884,97.17369367513103,34.0
radio,Europe 1,False,2003,10,26.20092912739626,94.57023049059731,35.0
radio,Europe 1,False,2003,11,25.322408394901526,96.47178156640719,24.0
